leads,month,geo_region_id,attribution
25631,2021-06-01,1.0,New_Leads
29487,2021-06-01,2.0,New_Leads
27150,2021-06-01,3.0,New_Leads
13511,2021-06-01,4.0,New_Leads
9431,2021-06-01,5.0,New_Leads
4954,2021-06-01,6.0,New_Leads
1015,2021-06-01,7.0,New_Leads
4088,2021-06-01,8.0,New_Leads
1142,2021-06-01,9.0,New_Leads
1929,2021-06-01,10.0,New_Leads
38,2021-06-01,11.0,New_Leads
22,2021-06-01,12.0,New_Leads
8,2021-06-01,13.0,New_Leads
12,2021-06-01,14.0,New_Leads
6,2021-06-01,15.0,New_Leads
2715,2021-06-01,20.0,New_Leads
29581,2021-07-01,1.0,New_Leads
33569,2021-07-01,2.0,New_Leads
37640,2021-07-01,3.0,New_Leads
18555,2021-07-01,4.0,New_Leads
15602,2021-07-01,5.0,New_Leads
8846,2021-07-01,6.0,New_Leads
6496,2021-07-01,7.0,New_Leads
7844,2021-07-01,8.0,New_Leads
3158,2021-07-01,9.0,New_Leads
5561,2021-07-01,10.0,New_Leads
3509,2021-07-01,11.0,New_Leads
107,2021-07-01,12.0,New_Leads
21,2021-07-01,13.0,New_Leads
17,2021-07-01,14.0,New_Leads
11,2021-07-01,15.0,New_Leads
3716,2021-07-01,20.0,New_Leads
31766,2021-08-01,1.0,New_Leads
37700,2021-08-01,2.0,New_Leads
42220,2021-08-01,3.0,New_Leads
20874,2021-08-01,4.0,New_Leads
17744,2021-08-01,5.0,New_Leads
9410,2021-08-01,6.0,New_Leads
6320,2021-08-01,7.0,New_Leads
8043,2021-08-01,8.0,New_Leads
3828,2021-08-01,9.0,New_Leads
6056,2021-08-01,10.0,New_Leads
3646,2021-08-01,11.0,New_Leads
2951,2021-08-01,12.0,New_Leads
34,2021-08-01,13.0,New_Leads
8,2021-08-01,14.0,New_Leads
15,2021-08-01,15.0,New_Leads
3312,2021-08-01,20.0,New_Leads
31060,2021-09-01,1.0,New_Leads
37808,2021-09-01,2.0,New_Leads
44967,2021-09-01,3.0,New_Leads
19281,2021-09-01,4.0,New_Leads
17805,2021-09-01,5.0,New_Leads
8402,2021-09-01,6.0,New_Leads
5614,2021-09-01,7.0,New_Leads
7635,2021-09-01,8.0,New_Leads
4177,2021-09-01,9.0,New_Leads
5882,2021-09-01,10.0,New_Leads
3734,2021-09-01,11.0,New_Leads
4668,2021-09-01,12.0,New_Leads
497,2021-09-01,13.0,New_Leads
30,2021-09-01,14.0,New_Leads
17,2021-09-01,15.0,New_Leads
3878,2021-09-01,20.0,New_Leads
37012,2021-10-01,1.0,New_Leads
44331,2021-10-01,2.0,New_Leads
47854,2021-10-01,3.0,New_Leads
22029,2021-10-01,4.0,New_Leads
19628,2021-10-01,5.0,New_Leads
9992,2021-10-01,6.0,New_Leads
7614,2021-10-01,7.0,New_Leads
