leads,month,geo_region_id,attribution
11459,2021-10-01,8.0,New_Leads
4098,2021-10-01,9.0,New_Leads
6375,2021-10-01,10.0,New_Leads
4445,2021-10-01,11.0,New_Leads
5328,2021-10-01,12.0,New_Leads
2587,2021-10-01,13.0,New_Leads
167,2021-10-01,14.0,New_Leads
15,2021-10-01,15.0,New_Leads
6167,2021-10-01,20.0,New_Leads
30093,2021-11-01,1.0,New_Leads
38081,2021-11-01,2.0,New_Leads
39510,2021-11-01,3.0,New_Leads
21297,2021-11-01,4.0,New_Leads
13614,2021-11-01,5.0,New_Leads
7335,2021-11-01,6.0,New_Leads
4373,2021-11-01,7.0,New_Leads
9282,2021-11-01,8.0,New_Leads
4851,2021-11-01,9.0,New_Leads
5315,2021-11-01,10.0,New_Leads
3561,2021-11-01,11.0,New_Leads
4108,2021-11-01,12.0,New_Leads
2315,2021-11-01,13.0,New_Leads
2083,2021-11-01,14.0,New_Leads
37,2021-11-01,15.0,New_Leads
4522,2021-11-01,20.0,New_Leads
34396,2021-12-01,1.0,New_Leads
43089,2021-12-01,2.0,New_Leads
43397,2021-12-01,3.0,New_Leads
24528,2021-12-01,4.0,New_Leads
18916,2021-12-01,5.0,New_Leads
11168,2021-12-01,6.0,New_Leads
5693,2021-12-01,7.0,New_Leads
10857,2021-12-01,8.0,New_Leads
4740,2021-12-01,9.0,New_Leads
7997,2021-12-01,10.0,New_Leads
4311,2021-12-01,11.0,New_Leads
4777,2021-12-01,12.0,New_Leads
3276,2021-12-01,13.0,New_Leads
3286,2021-12-01,14.0,New_Leads
1065,2021-12-01,15.0,New_Leads
6734,2021-12-01,20.0,New_Leads
30531,2022-01-01,1.0,New_Leads
37569,2022-01-01,2.0,New_Leads
37947,2022-01-01,3.0,New_Leads
20477,2022-01-01,4.0,New_Leads
16286,2022-01-01,5.0,New_Leads
11177,2022-01-01,6.0,New_Leads
6014,2022-01-01,7.0,New_Leads
9621,2022-01-01,8.0,New_Leads
4817,2022-01-01,9.0,New_Leads
7461,2022-01-01,10.0,New_Leads
4297,2022-01-01,11.0,New_Leads
4069,2022-01-01,12.0,New_Leads
4080,2022-01-01,13.0,New_Leads
2835,2022-01-01,14.0,New_Leads
3357,2022-01-01,15.0,New_Leads
8114,2022-01-01,20.0,New_Leads
33942,2022-02-01,1.0,New_Leads
39401,2022-02-01,2.0,New_Leads
37877,2022-02-01,3.0,New_Leads
21557,2022-02-01,4.0,New_Leads
17913,2022-02-01,5.0,New_Leads
14312,2022-02-01,6.0,New_Leads
6171,2022-02-01,7.0,New_Leads
9736,2022-02-01,8.0,New_Leads
5490,2022-02-01,9.0,New_Leads
7079,2022-02-01,10.0,New_Leads
4327,2022-02-01,11.0,New_Leads
3658,2022-02-01,12.0,New_Leads
3346,2022-02-01,13.0,New_Leads
3256,2022-02-01,14.0,New_Leads
3916,2022-02-01,15.0,New_Leads
4879,2022-02-01,20.0,New_Leads
37741,2022-03-01,1.0,New_Leads
44727,2022-03-01,2.0,New_Leads
43410,2022-03-01,3.0,New_Leads
23991,2022-03-01,4.0,New_Leads
20825,2022-03-01,5.0,New_Leads
12599,2022-03-01,6.0,New_Leads
5889,2022-03-01,7.0,New_Leads
10567,2022-03-01,8.0,New_Leads
5297,2022-03-01,9.0,New_Leads
9069,2022-03-01,10.0,New_Leads
3678,2022-03-01,11.0,New_Leads
3923,2022-03-01,12.0,New_Leads
2874,2022-03-01,13.0,New_Leads
3903,2022-03-01,14.0,New_Leads
3792,2022-03-01,15.0,New_Leads
3519,2022-03-01,20.0,New_Leads
42542,2022-04-01,1.0,New_Leads
51897,2022-04-01,2.0,New_Leads
45400,2022-04-01,3.0,New_Leads
27963,2022-04-01,4.0,New_Leads
21969,2022-04-01,5.0,New_Leads
14489,2022-04-01,6.0,New_Leads
6506,2022-04-01,7.0,New_Leads
13291,2022-04-01,8.0,New_Leads
4566,2022-04-01,9.0,New_Leads
9030,2022-04-01,10.0,New_Leads
4454,2022-04-01,11.0,New_Leads
2542,2022-04-01,12.0,New_Leads
1620,2022-04-01,13.0,New_Leads
3299,2022-04-01,14.0,New_Leads
2224,2022-04-01,15.0,New_Leads
5848,2022-04-01,20.0,New_Leads
41606,2022-05-01,1.0,New_Leads
51319,2022-05-01,2.0,New_Leads
49010,2022-05-01,3.0,New_Leads
29889,2022-05-01,4.0,New_Leads
22895,2022-05-01,5.0,New_Leads
14401,2022-05-01,6.0,New_Leads
6020,2022-05-01,7.0,New_Leads
14122,2022-05-01,8.0,New_Leads
4364,2022-05-01,9.0,New_Leads
9767,2022-05-01,10.0,New_Leads
4928,2022-05-01,11.0,New_Leads
2225,2022-05-01,12.0,New_Leads
1901,2022-05-01,13.0,New_Leads
3181,2022-05-01,14.0,New_Leads
1599,2022-05-01,15.0,New_Leads
6544,2022-05-01,20.0,New_Leads
37906,2022-06-01,1.0,New_Leads
49772,2022-06-01,2.0,New_Leads
50832,2022-06-01,3.0,New_Leads
29295,2022-06-01,4.0,New_Leads
23831,2022-06-01,5.0,New_Leads
14523,2022-06-01,6.0,New_Leads
5526,2022-06-01,7.0,New_Leads
13632,2022-06-01,8.0,New_Leads
4938,2022-06-01,9.0,New_Leads
8772,2022-06-01,10.0,New_Leads
3758,2022-06-01,11.0,New_Leads
4924,2022-06-01,12.0,New_Leads
2918,2022-06-01,13.0,New_Leads
3420,2022-06-01,14.0,New_Leads
2758,2022-06-01,15.0,New_Leads
4671,2022-06-01,20.0,New_Leads
33310,2022-07-01,1.0,New_Leads
49478,2022-07-01,2.0,New_Leads
44645,2022-07-01,3.0,New_Leads
25397,2022-07-01,4.0,New_Leads
20758,2022-07-01,5.0,New_Leads
14660,2022-07-01,6.0,New_Leads
4336,2022-07-01,7.0,New_Leads
13444,2022-07-01,8.0,New_Leads
4950,2022-07-01,9.0,New_Leads
7971,2022-07-01,10.0,New_Leads
5621,2022-07-01,11.0,New_Leads
4137,2022-07-01,12.0,New_Leads
2669,2022-07-01,13.0,New_Leads
3800,2022-07-01,14.0,New_Leads
3223,2022-07-01,15.0,New_Leads
163,2022-07-01,16.0,New_Leads
5565,2022-07-01,20.0,New_Leads
34258,2022-08-01,1.0,New_Leads
49413,2022-08-01,2.0,New_Leads
41895,2022-08-01,3.0,New_Leads
27312,2022-08-01,4.0,New_Leads
21945,2022-08-01,5.0,New_Leads
13643,2022-08-01,6.0,New_Leads
5187,2022-08-01,7.0,New_Leads
13657,2022-08-01,8.0,New_Leads
5391,2022-08-01,9.0,New_Leads
8568,2022-08-01,10.0,New_Leads
4678,2022-08-01,11.0,New_Leads
4561,2022-08-01,12.0,New_Leads
2550,2022-08-01,13.0,New_Leads
3851,2022-08-01,14.0,New_Leads
2759,2022-08-01,15.0,New_Leads
919,2022-08-01,16.0,New_Leads
4464,2022-08-01,20.0,New_Leads
37554,2022-09-01,1.0,New_Leads
58296,2022-09-01,2.0,New_Leads
45387,2022-09-01,3.0,New_Leads
28581,2022-09-01,4.0,New_Leads
24641,2022-09-01,5.0,New_Leads
16596,2022-09-01,6.0,New_Leads
6727,2022-09-01,7.0,New_Leads
15422,2022-09-01,8.0,New_Leads
7190,2022-09-01,9.0,New_Leads
9596,2022-09-01,10.0,New_Leads
5864,2022-09-01,11.0,New_Leads
4161,2022-09-01,12.0,New_Leads
3229,2022-09-01,13.0,New_Leads
3565,2022-09-01,14.0,New_Leads
2403,2022-09-01,15.0,New_Leads
3038,2022-09-01,16.0,New_Leads
200,2022-09-01,17.0,New_Leads
4845,2022-09-01,20.0,New_Leads
40805,2022-10-01,1.0,New_Leads
59868,2022-10-01,2.0,New_Leads
43426,2022-10-01,3.0,New_Leads
27319,2022-10-01,4.0,New_Leads
23063,2022-10-01,5.0,New_Leads
14096,2022-10-01,6.0,New_Leads
6164,2022-10-01,7.0,New_Leads
17355,2022-10-01,8.0,New_Leads
4588,2022-10-01,9.0,New_Leads
6382,2022-10-01,10.0,New_Leads
4372,2022-10-01,11.0,New_Leads
3764,2022-10-01,12.0,New_Leads
2122,2022-10-01,13.0,New_Leads
2137,2022-10-01,14.0,New_Leads
1328,2022-10-01,15.0,New_Leads
717,2022-10-01,16.0,New_Leads
636,2022-10-01,17.0,New_Leads
5028,2022-10-01,20.0,New_Leads
121139,2021-06-01,0.0,New_Leads
174233,2021-07-01,0.0,New_Leads
193927,2021-08-01,0.0,New_Leads
195455,2021-09-01,0.0,New_Leads
229101,2021-10-01,0.0,New_Leads
190377,2021-11-01,0.0,New_Leads
228230,2021-12-01,0.0,New_Leads
208652,2022-01-01,0.0,New_Leads
216860,2022-02-01,0.0,New_Leads
235804,2022-03-01,0.0,New_Leads
257640,2022-04-01,0.0,New_Leads
263771,2022-05-01,0.0,New_Leads
261476,2022-06-01,0.0,New_Leads
244127,2022-07-01,0.0,New_Leads
245051,2022-08-01,0.0,New_Leads
277295,2022-09-01,0.0,New_Leads
263170,2022-10-01,0.0,New_Leads
